City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,twentynine palms,34.1356,-116.0542,298.07,24,0,5.55,US,1713923001
290,chandpur,29.15,78.2667,301.46,22,0,2.79,IN,1713923069
291,malango,-2.9627,119.9001,301.69,62,80,1.28,ID,1713923070
292,maun,-19.9833,23.4167,291.99,23,0,2.95,BW,1713923070
293,port blair,11.6667,92.75,302.17,84,100,1.03,IN,1713923070
294,ashburton,-37.8626,145.0794,289.34,63,100,1.34,AU,1713923070
295,adzope,6.1069,-3.8619,295.98,95,100,0.27,CI,1713923070
296,salalah,17.0151,54.0924,301.2,78,20,1.03,OM,1713923070
297,lihue,21.9789,-159.3672,301.73,71,75,8.75,US,1713923070
298,chardara,41.2547,67.9692,294.43,47,44,2.7,KZ,1713923010
299,greenville,35.6127,-77.3663,288.24,57,0,6.69,US,1713922988
300,duncan,34.5023,-97.9578,297.27,73,0,3.09,US,1713922910
301,westport,41.1415,-73.3579,283.07,62,0,4.02,US,1713923071
302,kharp,66.8014,65.8081,257.43,83,16,1.57,RU,1713923071
303,vila velha,-20.3297,-40.2925,298.12,93,0,2.06,BR,1713922896
304,lamar,33.6668,-95.5836,295.1,79,100,1.54,US,1713923071
305,kavieng,-2.5744,150.7967,303.15,68,13,1.69,PG,1713923071
306,puerto lempira,15.2667,-83.7667,299.37,83,18,4.16,HN,1713923071
307,tsengel,49.4783,100.8894,273.98,24,0,9.48,MN,1713923071
308,tommot,58.9564,126.2925,276.89,77,100,4.41,RU,1713923072
309,linhares,-19.3911,-40.0722,296.08,93,0,1.08,BR,1713922907
310,marmara ereglisi,40.97,27.9553,287.2,94,0,1.54,TR,1713923072
311,kailua-kona,19.6406,-155.9956,301.13,80,20,5.14,US,1713923072
312,weno,7.4515,151.8468,304.12,84,100,4.63,FM,1713922927
313,luau,-10.7073,22.2247,292.67,84,97,1.43,AO,1713923072
314,san,13.3034,-4.8956,308.43,21,92,3.0,ML,1713923072
315,taro,-8.3862,115.28,298.15,89,98,0.53,ID,1713923072
